Stage1.Measurement12.DV_ErrorRate,Stage1.Output.Measurement12.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorRPM.C.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorRPM.C.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorRPM.C.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual
0.284,1.4463333333333273,12.59,236,601.11,257,72.0,71.6,12.05,79.7,12.85,241,556.7,256,68.99,69.09,13.89,60.0,8.83,221,433.18,205,78.0,77.9,12.88,65.0,80.1
0.285,1.4446666666666603,12.59,236,601.11,257,72.0,71.6,12.14,79.7,12.85,241,556.7,256,69.0,69.09,13.87,60.0,8.83,221,433.18,205,78.0,77.9,12.8,65.0,80.1
0.284,1.4459999999999937,12.59,236,601.11,257,72.0,71.6,12.11,79.7,12.85,241,556.7,256,68.97,69.07,13.89,60.0,8.83,221,433.18,205,78.0,77.9,12.95,65.0,80.1
0.281,1.4519999999999937,12.59,236,601.11,257,72.0,71.6,12.14,79.7,12.85,241,556.7,256,68.97,69.09,13.94,60.0,8.83,221,433.18,205,78.0,77.9,12.84,65.0,80.1
0.28,1.4539999999999937,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,68.98,69.08,13.93,60.0,8.83,221,433.18,205,78.0,77.9,12.87,65.0,80.1
0.28,1.4549999999999939,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,69.0,69.08,13.86,60.0,8.83,221,433.18,205,78.0,77.9,12.83,65.0,80.1
0.28,1.4536666666666604,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,68.97,69.08,13.87,60.0,8.83,221,433.18,205,78.0,77.9,12.9,65.0,80.1
0.28,1.4536666666666604,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,68.99,69.11,13.85,60.0,8.83,221,433.18,205,78.0,77.9,12.78,65.0,80.1
0.281,1.453333333333327,12.59,236,601.11,257,72.0,71.6,12.11,79.7,12.85,241,556.7,256,68.98,69.08,13.87,60.0,8.83,221,433.18,205,78.0,78.0,12.85,65.0,80.1
0.282,1.4499999999999935,12.59,236,601.11,257,72.0,71.6,12.05,79.7,12.85,241,556.7,256,68.98,69.1,13.87,60.0,8.83,221,433.18,205,78.0,78.0,12.96,65.0,80.1
0.282,1.4499999999999935,12.59,236,601.11,257,72.0,71.6,12.11,79.7,12.85,241,556.7,256,69.01,69.1,13.86,60.0,8.83,221,433.18,205,78.0,78.0,12.9,65.0,80.1
0.282,1.4499999999999935,12.59,236,601.11,257,72.0,71.6,12.14,79.7,12.85,241,556.7,256,69.02,69.09,13.87,60.0,8.83,221,433.18,205,78.0,78.0,12.78,65.0,80.1
0.282,1.4506666666666603,12.59,236,601.11,257,72.0,71.6,12.11,79.7,12.85,241,556.7,256,68.98,69.08,13.92,60.0,8.83,221,433.18,205,78.0,78.0,12.87,65.0,80.1
0.282,1.4513333333333271,12.59,236,601.11,257,72.0,71.6,12.14,79.7,12.85,241,556.7,256,69.03,69.09,13.91,60.0,8.83,221,433.18,205,78.0,78.0,12.8,65.0,80.1
0.282,1.4513333333333271,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,68.99,69.09,13.9,60.0,8.83,221,433.18,205,78.0,78.0,12.86,65.0,80.1
0.282,1.4513333333333271,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,68.97,69.06,13.86,60.0,8.83,221,433.18,205,78.0,78.0,12.88,65.0,80.1
0.281,1.4516666666666604,12.59,236,601.11,257,72.0,71.6,12.14,79.7,12.85,241,556.7,256,68.99,69.09,13.87,60.0,8.83,221,433.18,205,78.0,78.0,12.8,65.0,80.1
0.282,1.4506666666666603,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,68.97,69.08,13.9,60.0,8.83,221,433.18,205,78.0,78.0,12.94,65.0,80.1
0.282,1.450333333333327,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,68.99,69.08,13.94,60.0,8.83,221,433.18,205,78.0,78.0,12.87,65.0,80.1
0.282,1.4509999999999939,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,69.0,69.09,13.89,60.0,8.83,221,433.18,205,78.0,78.1,12.91,65.0,80.1
0.283,1.4493333333333274,12.59,236,601.11,257,72.0,71.6,12.08,79.7,12.85,241,556.7,256,68.99,69.05,13.9,60.0,8.83,221,433.18,205,78.0,78.1,12.75,65.0,80.1
0.283,1.4483333333333273,12.59,236,601.11,257,72.0,71.6,12.11,79.8,12.85,241,556.7,256,69.01,69.09,13.94,60.0,8.83,221,433.18,205,78.0,78.1,12.76,65.0,80.1
0.283,1.4473333333333271,12.59,236,601.11,257,72.0,71.6,12.11,79.8,12.85,241,556.7,256,69.0,69.11,13.87,60.0,8.83,221,433.18,205,78.0,78.1,12.89,65.0,80.1
0.284,1.446999999999994,12.59,236,601.11,257,72.0,71.6,12.11,79.8,12.85,241,556.7,256,68.99,69.11,13.9,60.0,8.83,221,433.18,205,78.0,78.1,12.94,65.0,80.1
0.284,1.4466666666666608,12.59,236,601.11,257,72.0,71.6,12.08,79.8,12.85,241,556.7,256,68.99,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.1,12.96,65.0,80.1
0.283,1.4483333333333275,12.59,236,601.11,257,72.0,71.6,12.08,79.8,12.85,241,556.7,256,68.99,69.07,13.92,60.0,8.83,221,433.18,205,78.0,78.1,12.85,65.0,80.0
0.283,1.4489999999999943,12.59,236,601.11,257,72.0,71.6,12.14,79.8,12.85,241,556.7,256,69.01,69.08,13.9,60.0,8.83,221,433.18,205,78.0,78.1,12.82,65.0,80.0
0.282,1.449666666666661,12.59,236,601.11,257,72.0,71.6,12.11,79.8,12.85,241,556.7,256,68.97,69.08,13.93,60.0,8.83,221,433.18,205,78.0,78.1,12.77,65.0,80.0
0.281,1.452333333333328,12.59,236,601.11,257,72.0,71.6,12.08,79.8,12.85,241,556.7,256,69.01,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.1,12.91,65.0,80.0
0.281,1.4516666666666613,12.59,236,601.11,257,72.0,71.7,12.08,79.8,12.85,241,556.7,256,69.01,69.08,13.87,60.0,8.83,221,433.18,205,78.0,78.1,12.87,65.0,80.0
0.282,1.4496666666666616,12.59,236,601.11,257,72.0,71.7,12.08,79.8,12.85,241,556.7,256,68.98,69.06,13.85,60.0,8.83,221,433.18,205,78.0,78.1,12.9,65.0,80.0
0.281,1.452999999999995,12.59,236,601.11,257,72.0,71.7,12.11,79.8,12.85,241,556.7,256,69.01,69.09,13.89,60.0,8.83,221,433.18,205,78.0,78.2,12.87,65.0,80.0
0.279,1.4563333333333284,12.59,236,601.11,257,72.0,71.7,12.08,79.8,12.85,241,556.7,256,68.97,69.08,13.86,60.0,8.83,221,433.18,205,78.0,78.2,12.97,65.0,80.0
0.279,1.455999999999995,12.59,236,601.11,257,72.0,71.7,12.11,79.8,12.85,241,556.7,256,68.99,69.08,13.95,60.0,8.83,221,433.18,205,78.0,78.2,12.81,65.0,80.0
0.279,1.4573333333333283,12.59,236,601.11,257,72.0,71.7,12.08,79.8,12.85,241,556.7,256,69.0,69.07,13.91,60.0,8.83,221,433.18,205,78.0,78.2,12.77,65.0,80.0
0.278,1.4586666666666617,12.59,236,601.11,257,72.0,71.7,12.08,79.8,12.85,241,556.7,256,69.0,69.08,13.87,60.0,8.83,221,433.18,205,78.0,78.2,12.83,65.0,80.0
0.278,1.458999999999995,12.59,236,601.11,257,72.0,71.7,12.11,79.8,12.85,241,556.7,256,68.97,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.2,12.88,65.0,80.0
0.277,1.4603333333333282,12.59,236,601.11,257,72.0,71.7,12.11,79.8,12.85,241,556.7,256,68.99,69.07,13.91,60.0,8.83,221,433.18,205,78.0,78.2,12.76,65.0,80.0
0.276,1.461999999999995,12.59,236,601.11,257,72.0,71.8,12.08,79.8,12.85,241,556.7,256,69.01,69.08,13.92,60.0,8.83,221,433.18,205,78.0,78.2,12.83,65.0,80.0
0.276,1.4623333333333286,12.59,236,601.11,257,72.0,71.8,12.08,79.8,12.85,241,556.7,256,69.01,69.09,13.85,60.0,8.83,221,433.18,205,78.0,78.2,12.85,64.9,80.0
0.277,1.460666666666662,12.59,236,601.11,257,72.0,71.8,12.08,79.8,12.85,241,556.7,256,69.01,69.13,13.86,60.0,8.83,221,433.18,205,78.0,78.2,12.87,65.0,80.0
0.278,1.4589999999999954,12.59,236,601.11,257,72.0,71.8,12.14,79.8,12.85,241,556.7,256,69.01,69.08,13.95,60.0,8.83,221,433.18,205,78.0,78.2,12.89,65.0,80.0
0.279,1.4566666666666621,12.59,236,601.11,257,72.0,71.8,12.05,79.8,12.85,241,556.7,256,69.01,69.09,13.92,60.0,8.83,221,433.18,205,78.0,78.2,12.9,64.9,80.0
0.28,1.4543333333333286,12.59,236,601.11,257,72.0,71.8,12.11,79.8,12.85,241,556.7,256,68.99,69.08,13.91,60.0,8.83,221,433.18,205,78.0,78.1,12.78,64.9,80.0
0.281,1.4533333333333287,12.59,236,601.11,257,72.0,71.8,12.08,79.8,12.85,241,556.7,256,68.98,69.07,13.87,60.0,8.83,221,433.18,205,78.0,78.1,12.83,65.0,80.0
0.281,1.4523333333333286,12.59,236,601.11,257,72.0,71.9,12.11,79.8,12.85,241,556.7,256,68.97,69.07,13.91,60.0,8.83,221,433.18,205,78.0,78.1,12.78,65.0,80.0
0.281,1.4519999999999953,12.59,236,601.11,257,72.0,71.9,12.08,79.8,12.85,241,556.7,256,68.99,69.08,13.93,60.0,8.83,221,433.18,205,78.0,78.1,12.9,65.0,80.0
0.281,1.451666666666662,12.59,236,601.11,257,72.0,71.9,12.11,79.8,12.85,241,556.7,256,69.02,69.12,13.86,60.0,8.83,221,433.18,205,78.0,78.0,12.79,64.9,80.0
0.281,1.4533333333333287,12.59,236,601.11,257,72.0,71.9,12.11,79.8,12.85,241,556.7,256,68.98,69.05,13.89,60.0,8.83,221,433.18,205,78.0,78.0,12.77,64.9,80.0
0.28,1.4549999999999952,12.59,236,601.11,257,72.0,71.9,12.05,79.8,12.85,241,556.7,256,69.0,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.0,12.87,64.9,80.0
0.279,1.456666666666662,12.59,236,601.11,257,72.0,71.9,12.11,79.8,12.85,241,556.7,256,69.0,69.09,13.89,60.0,8.83,221,433.18,205,78.0,78.0,12.87,64.9,80.0
0.278,1.4576666666666618,12.59,236,601.11,257,72.0,72.0,12.08,79.8,12.85,241,556.7,256,68.97,69.07,13.9,60.0,8.83,221,433.18,205,78.0,78.0,12.79,64.9,80.0
0.277,1.459999999999995,12.59,236,601.11,257,72.0,72.0,12.08,79.8,12.85,241,556.7,256,69.01,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.0,12.88,64.9,80.0
0.279,1.4569999999999952,12.59,236,601.11,257,72.0,72.0,12.08,79.8,12.85,241,556.7,256,68.99,69.09,13.87,60.0,8.83,221,433.18,205,78.0,78.0,12.81,64.9,80.0
0.28,1.4539999999999955,12.59,236,601.11,257,72.0,72.0,12.08,79.8,12.85,241,556.7,256,69.0,69.09,13.91,60.0,8.83,221,433.18,205,78.0,77.9,12.86,64.9,80.0
0.282,1.4513333333333285,12.59,236,601.11,257,72.0,72.0,12.11,79.8,12.85,241,556.7,256,68.99,69.09,13.92,60.0,8.83,221,433.18,205,78.0,77.9,12.82,64.9,80.0
0.282,1.450999999999995,12.59,236,601.11,257,72.0,72.0,12.08,79.8,12.85,241,556.7,256,68.97,69.09,13.87,60.0,8.83,221,433.18,205,78.0,77.9,12.83,64.9,80.0
0.282,1.4503333333333284,12.59,236,601.11,257,72.0,72.0,12.11,79.8,12.85,241,556.7,256,68.98,69.08,13.87,60.0,8.83,221,433.18,205,78.0,77.9,12.76,65.0,80.0
0.283,1.4486666666666614,12.59,236,601.11,257,72.0,72.1,12.05,79.8,12.85,241,556.7,256,69.0,69.08,13.9,60.0,8.83,221,433.18,205,78.0,77.9,12.9,65.0,80.0
0.284,1.4469999999999947,12.59,236,601.11,257,72.0,72.1,12.05,79.8,12.85,241,556.7,256,68.98,69.06,13.93,60.0,8.83,221,433.18,205,78.0,77.9,12.82,64.9,80.1
0.283,1.449333333333328,12.59,236,601.11,257,72.0,72.1,12.08,79.8,12.85,241,556.7,256,69.0,69.06,13.89,60.0,8.83,221,433.18,205,78.0,77.9,12.73,64.9,80.1
0.282,1.4499999999999948,12.59,236,601.11,257,72.0,72.1,12.11,79.8,12.85,241,556.7,256,69.01,69.06,13.91,60.0,8.83,221,433.18,205,78.0,77.9,12.9,65.0,80.1
0.283,1.4486666666666614,12.59,236,601.11,257,72.0,72.1,12.08,79.8,12.85,241,556.7,256,68.99,69.06,13.9,60.0,8.83,221,433.18,205,78.0,77.9,12.75,65.0,80.1
0.284,1.4463333333333281,12.59,236,601.11,257,72.0,72.1,12.05,79.8,12.85,241,556.7,256,68.97,69.06,13.93,60.0,8.83,221,433.18,205,78.0,78.0,12.85,65.0,80.1
0.285,1.4443333333333281,12.59,236,601.11,257,72.0,72.2,12.08,79.8,12.85,241,556.7,256,68.98,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.0,12.7,65.0,80.1
0.286,1.442333333333328,12.59,236,601.11,257,72.0,72.2,12.08,79.8,12.85,241,556.7,256,69.01,69.08,13.89,60.0,8.83,221,433.18,205,78.0,78.0,12.86,65.0,80.0
0.285,1.4446666666666614,12.59,236,601.11,257,72.0,72.2,12.11,79.8,12.85,241,556.7,256,69.0,69.1,13.89,60.0,8.83,221,433.18,205,78.0,78.0,12.84,65.0,80.0
0.286,1.4419999999999946,12.59,236,601.11,257,72.0,72.2,12.08,79.8,12.85,241,556.7,256,68.97,69.08,13.89,60.0,8.83,221,433.18,205,78.0,78.0,12.95,65.0,80.0
0.287,1.439333333333328,12.59,236,601.11,257,72.0,72.2,12.08,79.8,12.85,241,556.7,256,68.96,69.08,13.91,60.0,8.83,221,433.18,205,78.0,78.0,12.88,65.0,80.0
0.287,1.4409999999999947,12.59,236,601.11,257,72.0,72.2,12.08,79.8,12.85,241,556.7,256,69.0,69.09,13.92,60.0,8.83,221,433.18,205,78.0,78.0,12.84,65.0,80.0
0.286,1.4426666666666612,12.59,236,601.11,257,72.0,72.3,12.08,79.8,12.85,241,556.7,256,68.99,69.07,13.9,60.0,8.83,221,433.18,205,78.0,78.0,12.84,65.0,80.0
0.285,1.4436666666666613,12.59,236,601.11,257,72.0,72.3,12.11,79.8,12.85,241,556.7,256,69.0,69.06,13.92,60.0,8.83,221,433.18,205,78.0,78.0,12.83,65.0,80.0
0.284,1.4456666666666613,12.59,236,601.11,257,72.0,72.3,12.11,79.8,12.85,241,556.7,256,68.98,69.08,13.9,60.0,8.83,221,433.18,205,78.0,78.0,12.95,65.0,80.0
0.283,1.4486666666666612,12.59,236,601.11,257,72.0,72.3,12.05,79.8,12.85,241,556.7,256,69.01,69.09,13.9,60.0,8.83,221,433.18,205,78.0,78.0,12.86,65.0,80.0
0.283,1.449333333333328,12.59,236,601.11,257,72.0,72.3,12.05,79.8,12.85,241,556.7,256,68.99,69.09,13.94,60.0,8.83,221,433.18,205,78.0,78.0,12.94,65.0,80.0
0.282,1.4499999999999948,12.59,236,601.11,257,72.0,72.3,12.05,79.8,12.85,241,556.7,256,68.98,69.09,13.95,60.0,8.83,221,433.18,205,78.0,78.0,12.86,65.0,80.0
0.281,1.4516666666666613,12.59,236,601.11,257,72.0,72.3,12.08,79.8,12.85,241,556.7,256,69.0,69.08,13.93,60.0,8.83,221,433.18,205,78.0,78.0,12.81,65.0,80.0
0.281,1.453333333333328,12.59,236,601.11,257,72.0,72.4,12.11,79.8,12.85,241,556.7,256,68.97,69.08,13.93,60.0,8.83,221,433.18,205,78.0,78.0,12.79,65.0,80.0
0.281,1.452333333333328,12.59,236,601.11,257,72.0,72.4,12.05,79.8,12.85,241,556.7,256,68.99,69.09,13.85,60.0,8.83,221,433.18,205,78.0,78.0,12.75,65.0,80.0
0.282,1.4513333333333278,12.59,236,601.11,257,72.0,72.4,12.11,79.8,12.85,241,556.7,256,68.99,69.09,13.9,60.0,8.83,221,433.18,205,78.0,78.0,12.76,65.0,80.0
0.281,1.453333333333328,12.59,236,601.11,257,72.0,72.4,12.11,79.8,12.85,241,556.7,256,69.01,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.0,12.74,65.0,80.0
0.28,1.455333333333328,12.59,236,601.11,257,72.0,72.4,12.11,79.8,12.85,241,556.7,256,68.98,69.06,13.86,60.0,8.83,221,433.18,205,78.0,78.0,12.8,65.0,80.0
0.28,1.454333333333328,12.59,236,601.11,257,72.0,72.4,12.08,79.8,12.85,241,556.7,256,68.99,69.07,13.9,60.0,8.83,221,433.18,205,78.0,78.0,12.81,65.0,80.0
0.279,1.4556666666666613,12.59,236,601.11,257,72.0,72.5,12.08,79.8,12.85,241,556.7,256,68.99,69.07,13.93,60.0,8.83,221,433.18,205,78.0,78.0,12.87,65.0,80.0
0.279,1.4569999999999945,12.59,236,601.11,257,72.0,72.5,12.05,79.8,12.85,241,556.7,256,68.99,69.08,13.85,60.0,8.83,221,433.18,205,78.0,78.0,12.88,65.0,80.0
0.279,1.4559999999999946,12.59,236,601.11,257,72.0,72.5,12.11,79.8,12.85,241,556.7,256,68.98,69.06,13.9,60.0,8.83,221,433.18,205,78.0,78.1,12.92,65.0,80.0
0.28,1.4549999999999945,12.59,236,601.11,257,72.0,72.5,12.05,79.8,12.85,241,556.7,256,68.98,69.06,13.9,60.0,8.83,221,433.18,205,78.0,78.1,12.69,65.0,80.0
0.28,1.4553333333333278,12.59,236,601.11,257,72.0,72.5,12.11,79.8,12.85,241,556.7,256,69.01,69.08,13.9,60.0,8.83,221,433.18,205,78.0,78.1,12.82,65.0,80.0
0.279,1.4563333333333277,12.59,236,601.11,257,72.0,72.5,12.05,79.8,12.85,241,556.7,256,69.01,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.1,12.77,65.0,80.0
0.279,1.4573333333333278,12.59,236,601.11,257,72.0,72.5,12.08,79.8,12.85,241,556.7,256,68.97,69.08,13.89,60.0,8.83,221,433.18,205,78.0,78.1,12.89,65.0,80.0
0.28,1.4549999999999945,12.59,236,601.11,257,72.0,72.5,12.11,79.8,12.85,241,556.7,256,68.98,69.07,13.91,60.0,8.83,221,433.18,205,78.0,78.1,12.89,65.0,80.0
0.281,1.4526666666666612,12.59,236,601.11,257,72.0,72.5,12.11,79.8,12.85,241,556.7,256,69.03,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.1,12.96,65.0,80.0
0.281,1.4526666666666612,12.59,236,601.11,257,72.0,72.5,12.11,79.8,12.85,241,556.7,256,69.02,69.09,13.95,60.0,8.83,221,433.18,205,78.0,78.1,12.92,65.0,80.0
0.282,1.4513333333333278,12.59,236,601.11,257,72.0,72.6,12.05,79.8,12.85,241,556.7,256,68.97,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.1,12.92,65.0,80.0
0.282,1.4496666666666613,12.59,236,601.11,257,72.0,72.6,12.08,79.9,12.85,241,556.7,256,68.98,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.1,12.8,65.0,80.0
0.283,1.4489999999999947,12.59,236,601.11,257,72.0,72.6,12.11,79.8,12.85,241,556.7,256,68.99,69.09,13.85,60.0,8.83,221,433.18,205,78.0,78.1,12.75,65.0,80.0
0.283,1.4473333333333283,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,68.99,69.08,13.87,60.0,8.83,221,433.18,205,78.0,78.1,12.76,65.0,80.0
0.283,1.4473333333333283,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,68.99,69.11,13.92,60.0,8.83,221,433.18,205,78.0,78.1,12.82,65.0,80.0
0.283,1.4473333333333283,12.59,236,601.11,257,72.0,72.6,12.02,79.9,12.85,241,556.7,256,68.99,69.08,13.92,60.0,8.83,221,433.18,205,78.0,78.1,12.91,65.0,80.0
0.283,1.4473333333333283,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,69.0,69.05,13.9,60.0,8.83,221,433.18,205,78.0,78.0,12.78,65.0,80.0
0.283,1.4473333333333283,12.59,236,601.11,257,72.0,72.6,12.08,79.9,12.85,241,556.7,256,69.0,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.0,12.94,65.0,80.0
0.283,1.4489999999999947,12.59,236,601.11,257,72.0,72.6,12.08,79.9,12.85,241,556.7,256,69.03,69.09,13.91,60.0,8.83,221,433.18,205,78.0,78.0,12.84,65.0,80.0
0.282,1.4506666666666612,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,69.01,69.1,13.85,60.0,8.83,221,433.18,205,78.0,78.0,12.9,65.0,80.0
0.281,1.4526666666666614,12.59,236,601.11,257,72.0,72.6,12.05,79.9,12.85,241,556.7,256,69.01,69.08,13.86,60.0,8.83,221,433.18,205,78.0,77.9,12.75,65.0,80.0
0.279,1.4556666666666613,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,69.0,69.08,13.86,60.0,8.83,221,433.18,205,78.0,77.9,12.83,65.0,80.0
0.279,1.456666666666661,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,68.99,69.1,13.91,60.0,8.83,221,433.18,205,78.0,77.9,12.95,65.0,80.0
0.278,1.4576666666666611,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,69.01,69.09,13.89,60.0,8.83,221,433.18,205,78.0,77.9,12.81,65.0,80.0
0.278,1.4586666666666612,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,68.99,69.07,13.89,60.0,8.83,221,433.18,205,78.0,77.9,12.78,65.0,80.0
0.278,1.4586666666666612,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,69.01,69.09,13.93,60.0,8.83,221,433.18,205,78.0,77.9,12.83,65.0,80.0
0.278,1.4586666666666612,12.59,236,601.11,257,72.0,72.6,12.08,79.9,12.85,241,556.7,256,69.0,69.1,13.93,60.0,8.83,221,433.18,205,78.0,77.9,12.91,65.0,80.0
0.279,1.4573333333333278,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,69.01,69.09,13.92,60.0,8.83,221,433.18,205,78.0,77.8,12.92,65.0,80.0
0.28,1.4553333333333278,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,69.01,69.08,13.85,60.0,8.83,221,433.18,205,78.0,77.8,12.79,65.0,80.0
0.28,1.4549999999999945,12.59,236,601.11,257,72.0,72.6,12.08,79.9,12.85,241,556.7,256,69.0,69.09,13.85,60.0,8.83,221,433.18,205,78.0,77.8,12.86,65.0,80.0
0.28,1.4553333333333278,12.59,236,601.11,257,72.0,72.6,12.05,79.9,12.85,241,556.7,256,68.97,69.08,13.9,60.0,8.83,221,433.18,205,78.0,77.8,12.73,65.0,80.0
0.279,1.456666666666661,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,69.0,69.09,13.92,60.0,8.83,221,433.18,205,78.0,77.8,12.81,65.0,80.0
0.278,1.4576666666666611,12.59,236,601.11,257,72.0,72.6,12.14,79.9,12.85,241,556.7,256,68.99,69.09,13.94,60.0,8.83,221,433.18,205,78.0,77.8,12.74,65.0,80.0
0.278,1.4586666666666612,12.59,236,601.11,257,72.0,72.6,12.11,79.9,12.85,241,556.7,256,69.0,69.08,13.89,60.0,8.83,221,433.18,205,78.0,77.8,12.78,65.0,80.0
0.278,1.4579999999999946,12.59,236,601.11,257,72.0,72.6,12.08,79.9,12.85,241,556.7,256,69.01,69.06,13.91,60.0,8.83,221,433.18,205,78.0,77.8,12.88,65.0,80.0
0.279,1.4563333333333282,12.59,236,601.11,257,72.0,72.5,12.05,79.9,12.85,241,556.7,256,68.98,69.09,13.89,60.0,8.83,221,433.18,205,78.0,77.8,12.95,65.0,80.0
0.279,1.4566666666666612,12.59,236,601.11,257,72.0,72.5,12.11,79.9,12.85,241,556.7,256,68.98,69.06,13.87,60.0,8.83,221,433.18,205,78.0,77.8,12.91,65.0,80.0
0.279,1.4563333333333277,12.59,236,601.11,257,72.0,72.5,12.11,79.9,12.85,241,556.7,256,68.99,69.06,13.85,60.0,8.83,221,433.18,205,78.0,77.8,12.9,65.0,80.0
0.279,1.4559999999999944,12.59,236,601.11,257,72.0,72.5,12.05,79.9,12.85,241,556.7,256,69.01,69.07,13.91,59.9,8.83,221,433.18,205,78.0,77.8,12.8,65.0,80.0
0.279,1.4573333333333276,12.59,236,601.11,257,72.0,72.5,12.11,79.9,12.85,241,556.7,256,68.97,69.06,13.92,60.0,8.83,221,433.18,205,78.0,77.9,12.78,65.0,80.0
0.277,1.4599999999999942,12.59,236,601.11,257,72.0,72.5,12.11,79.9,12.85,241,556.7,256,69.01,69.06,13.95,60.0,8.83,221,433.18,205,78.0,77.9,12.8,65.0,80.0
0.277,1.4596666666666607,12.59,236,601.11,257,72.0,72.5,12.14,79.9,12.85,241,556.7,256,69.01,69.09,13.91,60.0,8.83,221,433.18,205,78.0,77.9,12.8,65.0,80.0
0.278,1.4583333333333273,12.59,236,601.11,257,72.0,72.5,12.11,79.9,12.85,241,556.7,256,69.01,69.09,13.84,59.9,8.83,221,433.18,205,78.0,77.9,12.83,65.0,80.0
0.278,1.4579999999999937,12.59,236,601.11,257,72.0,72.5,12.11,79.9,12.85,241,556.7,256,68.99,69.08,13.86,59.9,8.83,221,433.18,205,78.0,77.9,12.9,65.0,80.0
0.277,1.4606666666666603,12.59,236,601.11,257,72.0,72.4,12.08,79.9,12.85,241,556.7,256,68.97,69.06,13.87,59.9,8.83,221,433.18,205,78.0,77.9,12.91,65.0,80.0
0.276,1.463333333333327,12.59,236,601.11,257,72.0,72.4,12.05,79.9,12.85,241,556.7,256,69.01,69.08,13.91,59.9,8.83,221,433.18,205,78.0,77.9,12.87,65.0,80.0
0.274,1.466333333333327,12.59,236,601.11,257,72.0,72.4,12.11,79.9,12.85,241,556.7,256,68.98,69.06,13.91,60.0,8.83,221,433.18,205,78.0,77.9,12.8,65.0,80.0
0.273,1.4693333333333272,12.59,236,601.11,257,72.0,72.4,12.11,79.9,12.85,241,556.7,256,69.0,69.07,13.9,60.0,8.83,221,433.18,205,78.0,77.9,12.76,65.0,80.0
0.272,1.469999999999994,12.59,236,601.11,257,72.0,72.4,12.11,79.9,12.85,241,556.7,256,68.99,69.09,13.87,60.0,8.83,221,433.18,205,78.0,77.9,12.84,65.0,80.0
0.272,1.4706666666666606,12.59,236,601.11,257,72.0,72.4,12.08,79.9,12.85,241,556.7,256,68.99,69.1,13.93,60.0,8.83,221,433.18,205,78.0,77.9,12.9,65.0,80.0
